DEPTH,DEPT,CALI,COND,DENS,GR,NPHI,RES,SONIC,One-way time,Input interval velocity,Output interval velocity,Drift,RC,AI,Resampled AI,Input interval velocity,Output interval velocity,Calibrated sonic log,Residual drift log
1610,1610,-999.25,288.8825073,2.15079999,19.15629959,0.576300025,3.461600065,143.0237039,18.53712273,2760030.5,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9665.015625,31.17512894,-114.9934235
1610.5,1610.5,-999.25,295.3020935,2.119199991,20.8593998,0.576499999,3.386399984,142.7588369,18.59148026,2760425.5,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9664.25,31.27835465,-115.0912476
1611,1611,-999.25,271.5914002,2.08130002,23.7031002,0.592999995,3.681999922,142.4939699,18.64583778,2760820.5,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9663.484375,31.38158035,-115.1890793
1611.5,1611.5,-999.25,240.1755066,2.057399988,28.5156002,0.577099979,4.163599968,142.229103,18.70019531,2761215.75,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9662.71875,31.48480606,-115.2869034
1612,1612,-999.25,198.1773987,2.000799894,33.78129959,0.577600002,5.046000004,141.964236,18.75455284,2761610.75,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9661.953125,31.58803177,-115.3899765
1612.5,1612.5,-999.25,163.1177979,1.922899962,42.5,0.600399971,6.13049984,141.699369,18.80891037,2762005.75,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9661.1875,31.69125748,-115.4982986
1613,1613,-999.25,150.2494049,1.916700006,60.15620041,0.542699993,6.655600071,141.4345021,18.8632679,2762400.75,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9660.422852,31.79448319,-115.6066284
1613.5,1613.5,-999.25,121.6601028,1.916700006,74.5625,0.519400001,8.219599724,141.1696351,18.91762543,2762795.75,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9659.657227,31.89770889,-115.7149506
1614,1614,-999.25,80.31960297,1.89049995,85.125,0.501999974,12.45030022,140.9047681,18.97198296,2763191,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9658.891602,32.0009346,-115.8232727
1614.5,1614.5,-999.25,53.01369858,1.833999991,78.0625,0.496300012,18.86310005,140.6399012,19.02634049,2763586,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9658.125977,32.10416031,-115.9316025
1615,1615,-999.25,29.99749947,1.81190002,73.375,0.471599996,33.33610153,140.3750342,19.08069801,2763981,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9657.360352,32.20738602,-116.0399246
1615.5,1615.5,-999.25,12.46370029,1.858800054,72,0.388000011,80.23269653,140.1101672,19.13505554,2764376,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9643.487305,32.31061173,-116.1482468
1616,1616,-999.25,18.74080086,1.836300015,76.5625,0.368800014,53.35960007,139.8453003,19.18941498,2764771,2559389.25,0,-999.25,7.46E+15,-999.25,2559389.25,9629.613281,32.41383362,-116.2565765
1616.5,1616.5,-999.25,29.28630066,1.819700003,85.125,0.372599989,34.14559937,139.5804333,19.24377251,2765166,2559389.25,0,-999.25,7.13E+15,-999.25,2559389.25,9615.740234,32.51705933,-116.3648987
1617,1617,-999.25,36.02970123,1.890699983,91.6875,0.430299997,27.75489998,139.3155663,19.29813004,2765561.25,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9601.866211,32.62028503,-116.4732208
1617.5,1617.5,-999.25,46.29109955,1.869300008,98,0.440600008,21.60239983,139.0506994,19.35248756,2765956.25,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9587.993164,32.72351074,-116.5815506
1618,1618,-999.25,56.75260162,1.84679997,96.875,0.469500005,17.62030029,138.7858324,19.40684509,2766351.25,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9574.120117,32.82673645,-116.6898727
1618.5,1618.5,-999.25,60.5060997,1.883700013,87.8125,0.449800015,16.52729988,138.5209654,19.46120262,2766746.25,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9560.246094,32.92996216,-116.7981949
1619,1619,-999.25,63.04479981,1.850600004,73.9375,0.442400008,15.86170006,138.2560985,19.51556015,2767141.25,2559389.25,0,-999.25,7.76E+15,-999.25,2559389.25,9546.373047,33.03318787,-116.9065247
1619.5,1619.5,-999.25,72.52809906,1.951799989,58.34379959,0.351700008,13.78779984,149.199997,19.56991768,2767536.5,2559389.25,0,-999.25,3987.323731,-999.25,2559389.25,9532.499023,33.13641357,-117.0148468
1620,1620,-999.25,97.77429962,2.030600071,46.46879959,0.298599988,10.2276001,146.5,19.61984634,2767931.5,2559389.25,0,-999.25,4224.756836,-999.25,2559389.25,9518.625977,30.43642044,-117.1187363
1620.5,1620.5,-999.25,132.1763001,2.060199976,37.1875,0.277399987,7.565700054,145.0001068,19.66731453,2768326.5,2559389.25,0,-999.25,4330.679199,-999.25,2559389.25,9556.167969,28.93652916,-117.215744
1621,1621,-999.25,173.3448944,2.048799992,32.28129959,0.328999996,5.768799782,148.699997,19.7208519,2768721.5,2559389.25,0,-999.25,4199.558106,-999.25,2559389.25,9593.708984,32.63641739,-117.3163605
1621.5,1621.5,-999.25,217.3917999,1.913200021,29.4218998,0.362199992,4.599999905,146.199997,19.77028847,2769116.5,2559389.25,0,-999.25,3988.668945,-999.25,2559389.25,9631.25,30.13641739,-117.4189453
1622,1622,-999.25,251.0930939,1.972200036,28.40620041,0.398200005,3.982599974,147.3999939,19.82169342,2769511.75,2559389.25,0,-999.25,3.207190514,-999.25,2559389.25,9668.791992,31.33641243,-117.5193939
1622.5,1622.5,-999.25,262.9743042,1.987499952,26.34379959,0.390899986,3.802700043,149.5,19.87654305,2769906.75,2559389.25,0,-999.25,3.150975704,-999.25,2559389.25,9706.333984,33.43642807,-117.6252594
1623,1623,-999.25,263.248291,1.930299997,23.5156002,0.421200007,3.798700094,148.3999939,19.92958832,2770301.75,2559389.25,0,-999.25,3.180198193,-999.25,2559389.25,9743.875,32.33641434,-117.7327652
1623.5,1623.5,-999.25,235.3618927,1.862800002,23.375,0.451900005,4.248799801,149.6137122,19.98509407,2770696.75,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9781.416016,32.63641357,-117.8384628
1624,1624,-999.25,200.2371979,1.867499948,21.7968998,0.494399995,4.994100094,150.3241234,20.04059982,2771091.75,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9818.958008,32.93641281,-117.9441605
1624.5,1624.5,-999.25,196.7229004,1.918099999,22.3593998,0.503899992,5.083300114,151.0345347,20.09610558,2771487,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9856.5,33.23641586,-118.0523224
1625,1625,-999.25,186.2024994,1.950299978,24.25,0.459600002,5.370500088,151.744946,20.15161133,2771882,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9894.041016,33.5364151,-118.162941
1625.5,1625.5,-999.25,155.5222015,1.971600056,29.2343998,0.429800004,6.429900169,149.8999939,20.20711708,2772277,2559389.25,0,-999.25,3.140469313,-999.25,2559389.25,9858.734375,33.83641434,-118.2735672
1626,1626,-999.25,123.4225006,1.988199949,35.25,0.418500006,8.10229969,143.3000031,20.25179672,2772672,2559389.25,0,-999.25,3.322299719,-999.25,2559389.25,9823.427734,27.23642349,-118.3733597
1626.5,1626.5,-999.25,89.41950226,1.901600003,42.875,0.397799999,11.18319988,143.199997,20.29631233,2773067,2559389.25,0,-999.25,4047.539795,-999.25,2559389.25,9788.121094,27.1364212,-118.4621582
1627,1627,-999.25,55.23210144,2.015100002,47.4375,0.402099997,18.10540009,145.8000031,20.34509277,2773462.25,2559389.25,0,-999.25,4212.637207,-999.25,2559389.25,9752.814453,29.73642349,-118.555069
1627.5,1627.5,-999.25,37.00120163,2.104300022,49.65620041,0.384799987,27.02610016,141.2120237,20.39928627,2773857.25,2559389.25,0,-999.25,1.47E+16,-999.25,2559389.25,9717.507813,30.39642334,-118.6522369
1628,1628,-999.25,39.3708992,2.110599995,48.4375,0.412900001,25.39949989,139.3530355,20.45347977,2774252.25,2559389.25,0,-999.25,1.50E+16,-999.25,2559389.25,9682.200195,31.05642319,-118.7494125
1628.5,1628.5,-999.25,50.10480118,2.082799912,40.3125,0.393299997,19.95820046,137.4940472,20.50767326,2774647.25,2559389.25,0,-999.25,1.40E+16,-999.25,2559389.25,9646.893555,31.71642304,-118.8519974
1629,1629,-999.25,73.32849884,2.078799963,33.25,0.390899986,13.63729954,135.6350589,20.56186676,2775042.25,2559389.25,0,-999.25,1.39E+16,-999.25,2559389.25,9611.586914,32.37642288,-118.9599915
1629.5,1629.5,-999.25,104.1912003,2.10439992,29.1093998,0.388200015,9.597700119,149.1000061,20.61606026,2775437.5,2559389.25,0,-999.25,4301.952637,-999.25,2559389.25,9576.280273,33.03642273,-119.0679855
1630,1630,-999.25,123.569397,2.121900082,29.6875,0.390500009,8.092599869,146.8000031,20.66648102,2775832.5,2559389.25,0,-999.25,4405.688965,-999.25,2559389.25,9540.973633,30.73642349,-119.1722107
1630.5,1630.5,-999.25,130.3990936,2.141499996,30.3906002,0.416000009,7.668799877,146,20.71558952,2776227.5,2559389.25,0,-999.25,4470.748047,-999.25,2559389.25,9494.385742,29.93642426,-119.271347
1631,1631,-999.25,130.0366974,2.154200077,28.8281002,0.369800001,7.690100193,146.5,20.76551819,2776622.5,2559389.25,0,-999.25,4481.913086,-999.25,2559389.25,9447.797852,30.43642044,-119.3699875
1631.5,1631.5,-999.25,121.467598,2.160300016,29.25,0.366600007,8.232600212,146.8000031,20.81593895,2777017.5,2559389.25,0,-999.25,4485.418457,-999.25,2559389.25,9401.209961,30.73642349,-119.4699478
1632,1632,-999.25,107.5394974,2.149800062,29.8281002,0.314900011,9.298899651,146.5,20.86586762,2777412.75,2559389.25,0,-999.25,4472.757813,-999.25,2559389.25,9354.62207,30.43642044,-119.5699081
1632.5,1632.5,-999.25,89.50389862,2.137500048,28.5468998,0.312000006,11.17269993,148.6000061,20.91924095,2777807.75,2559389.25,0,-999.25,4384.320313,-999.25,2559389.25,9308.035156,32.53642654,-119.672821
1633,1633,-999.25,81.4897995,2.082099915,28.2656002,0.300999999,12.27149963,149,20.97327042,2778202.75,2559389.25,0,-999.25,4259.22168,-999.25,2559389.25,9261.447266,32.93643189,-119.7798309
1633.5,1633.5,-999.25,81.74449921,2.026799917,28.5,0.310499996,12.23320007,149.3999939,21.02795601,2778597.75,2559389.25,0,-999.25,4134.997559,-999.25,2559389.25,9214.859375,33.33641815,-119.8881531
1634,1634,-999.25,83.14630127,2.002899885,33.1875,0.348199993,12.02700043,149.3000031,21.08247757,2778992.75,2559389.25,0,-999.25,4088.974609,-999.25,2559389.25,9168.271484,33.23642349,-119.9969711
1634.5,1634.5,-999.25,85.39250183,2.059999943,39.03120041,0.339700013,11.7105999,149.6000061,21.13749123,2779388,2559389.25,0,-999.25,4197.111816,-999.25,2559389.25,9121.683594,33.53643799,-120.1061172
1635,1635,-999.25,86.23020172,2.120899916,43.375,0.346700013,11.59689999,150,21.19316101,2779783,2559389.25,0,-999.25,4309.668457,-999.25,2559389.25,9075.095703,33.93642426,-120.2164154
1635.5,1635.5,-999.25,75.53679657,2.150000095,41.4375,0.368499994,13.23859978,151.5280513,21.24768257,2780178,2559389.25,0,-999.25,1.64E+16,-999.25,2559389.25,9117.373047,33.88975906,-120.3273621
1636,1636,-999.25,63.20059967,2.148999929,40.4375,0.367500007,15.82260037,152.1743433,21.30220413,2780573,2559389.25,0,-999.25,1.64E+16,-999.25,2559389.25,9159.649414,33.84309006,-120.4383163
1636.5,1636.5,-999.25,56.43199921,2.128000021,34.75,0.387899995,17.72039986,152.8206354,21.35672569,2780968,2559389.25,0,-999.25,1.56E+16,-999.25,2559389.25,9201.926758,33.79642487,-120.549263
1637,1637,-999.25,53.72320175,2.107599974,34.40629959,0.353100002,18.61389923,153.4669274,21.41124725,2781363.25,2559389.25,0,-999.25,1.49E+16,-999.25,2559389.25,9244.203125,33.74975586,-120.6602097
1637.5,1637.5,-999.25,53.8606987,2.075500011,31.1406002,0.375,18.56640053,154.1132195,21.46576881,2781758.25,2559389.25,0,-999.25,1.38E+16,-999.25,2559389.25,9286.480469,33.70309067,-120.7711563
1638,1638,-999.25,59.31829834,2.063499928,32.84379959,0.3565,16.85820007,154.7595115,21.52029038,2782153.25,2559389.25,0,-999.25,1.34E+16,-999.25,2559389.25,9328.757813,33.65642548,-120.8821106
1638.5,1638.5,-999.25,63.05059815,2.06340003,32.375,0.353100002,15.86030006,155.4058035,21.57481194,2782548.25,2559389.25,0,-999.25,1.34E+16,-999.25,2559389.25,9371.03418,33.60975647,-120.9930573
1639,1639,-999.25,63.48189926,2.078099966,33.8125,0.368999988,15.75249958,156.0520956,21.6293354,2782943.25,2559389.25,0,-999.25,1.38E+16,-999.25,2559389.25,9413.311523,33.56309128,-121.1028595
1639.5,1639.5,-999.25,63.82630158,2.095299959,33,0.379200012,15.66749954,156.6983876,21.68385696,2783338.25,2559389.25,0,-999.25,1.44E+16,-999.25,2559389.25,9455.587891,33.51642227,-121.2115097
1640,1640,-999.25,65.26260376,2.099100113,33.875,0.415100008,15.32269955,157.3446797,21.73837853,2783733.5,2559389.25,0,-999.25,1.46E+16,-999.25,2559389.25,9497.865234,33.46975708,-121.3201599
1640.5,1640.5,-999.25,65.01589966,2.103100061,34.15629959,0.37349999,15.38080025,157.9909717,21.79290009,2784128.5,2559389.25,0,-999.25,1.47E+16,-999.25,2559389.25,9488.923828,33.42309189,-121.4288177
1641,1641,-999.25,64.81140137,2.093699932,36.8125,0.371899992,15.42940044,158.6372637,21.84742165,2784523.5,2559389.25,0,-999.25,1.44E+16,-999.25,2559389.25,9479.981445,33.37642288,-121.537468
1641.5,1641.5,-999.25,66.53620148,2.086199999,35.25,0.324600011,15.02939987,159.2835558,21.90194321,2784918.5,2559389.25,0,-999.25,1.41E+16,-999.25,2559389.25,9471.040039,33.32975769,-121.6461182
1642,1642,-999.25,72.01519775,2.079999924,34.09379959,0.340600014,13.88599968,159.9298478,21.95646477,2785313.5,2559389.25,0,-999.25,1.39E+16,-999.25,2559389.25,9462.097656,33.28308868,-121.754776
1642.5,1642.5,-999.25,78.98829651,2.071199894,29.3906002,0.319599986,12.66009998,149.3000031,22.01098633,2785708.75,2559389.25,0,-999.25,4228.411133,-999.25,2559389.25,9453.15625,33.23642349,-121.8634262
1643,1643,-999.25,85.63110352,2.085200071,28.40620041,0.319200009,11.67800045,148.3000031,22.06386757,2786103.75,2559389.25,0,-999.25,4285.697266,-999.25,2559389.25,9444.214844,32.23642349,-121.9704361
1643.5,1643.5,-999.25,87.12580109,2.100699902,26.9843998,0.317000002,11.47770023,144.3000031,22.11018753,2786498.75,2559389.25,0,-999.25,4437.237305,-999.25,2559389.25,9435.272461,28.23642349,-122.0692444
1644,1644,-999.25,80.68779755,2.103300095,29.28129959,0.31979999,12.39340019,144.8999939,22.15749168,2786893.75,2559389.25,0,-999.25,4424.333496,-999.25,2559389.25,9426.331055,28.83641243,-122.1624832
1644.5,1644.5,-999.25,69.35379791,2.066299915,32.96879959,0.353100002,14.41880035,146.699997,22.20774841,2787288.75,2559389.25,0,-999.25,4293.170898,-999.25,2559389.25,9417.388672,30.63642311,-122.2596436
1645,1645,-999.25,66.61190033,1.931399941,38.40620041,0.386999995,15.01229954,148.8999939,22.26161385,2787684,2559389.25,0,-999.25,3953.597656,-999.25,2559389.25,9408.447266,32.83642197,-122.3633804
1645.5,1645.5,-999.25,70.32299805,1.835999966,42.96870041,0.405000001,14.2201004,142.3179296,22.3130188,2788079,2559389.25,0,-999.25,7.46E+15,-999.25,2559389.25,9399.245117,32.46141815,-122.4707184
1646,1646,-999.25,75.01290131,1.810700059,43.5625,0.446700007,13.33100033,140.5895235,22.36442375,2788474,2559389.25,0,-999.25,6.96E+15,-999.25,2559389.25,9390.041992,32.08641815,-122.578064
1646.5,1646.5,-999.25,84.35980225,1.902799964,42.15620041,0.4463,11.85400009,138.8611173,22.41582871,2788869,2559389.25,0,-999.25,8.91E+15,-999.25,2559389.25,9380.839844,31.71141434,-122.680481
1647,1647,-999.25,94.99430084,2.01850009,41.6875,0.461699992,10.52690029,147.3999939,22.46723366,2789264,2559389.25,0,-999.25,4173.940918,-999.25,2559389.25,9371.637695,31.33641243,-122.7828979
1647.5,1647.5,-999.25,100.245697,2.087500095,39.34370041,0.403499991,9.975500107,149.1000061,22.52142716,2789659.25,2559389.25,0,-999.25,4267.404297,-999.25,2559389.25,9362.435547,33.03642273,-122.8881073
1648,1648,-999.25,110.7174988,2.113500118,38,0.380199999,9.031999588,141.5710994,22.57447243,2790054.25,2559389.25,0,-999.25,1.51E+16,-999.25,2559389.25,9353.232422,32.97808838,-122.9961014
1648.5,1648.5,-999.25,127.5851975,2.08769989,34.71879959,0.378100008,7.837900162,140.7794941,22.6275177,2790449.25,2559389.25,0,-999.25,1.42E+16,-999.25,2559389.25,9344.030273,32.91975403,-123.1041031
1649,1649,-999.25,150.6419067,2.001199961,32.125,0.382999986,6.638299942,139.9878887,22.68056297,2790844.25,2559389.25,0,-999.25,1.15E+16,-999.25,2559389.25,9334.828125,32.86141968,-123.2120972
1649.5,1649.5,-999.25,182.7129059,1.919100046,26.59379959,0.374599993,5.473100185,139.1962833,22.73360825,2791239.25,2559389.25,0,-999.25,9.30E+15,-999.25,2559389.25,9325.625,32.80308533,-123.3200912
1650,1650,-999.25,215.1618958,1.889400005,22.1875,0.339700013,4.647699833,138.404678,22.78665352,2791634.5,2559389.25,0,-999.25,8.60E+15,-999.25,2559389.25,9316.422852,32.74475098,-123.428093
1650.5,1650.5,-999.25,225.993103,1.884999991,21.9218998,0.354999989,4.424900055,137.6130726,22.83969879,2792029.5,2559389.25,0,-999.25,8.50E+15,-999.25,2559389.25,9310.480469,32.68641663,-123.536087
1651,1651,-999.25,220.4151001,1.8398,23.9218998,0.371100009,4.536900044,136.8214672,22.89274406,2792424.5,2559389.25,0,-999.25,7.53E+15,-999.25,2559389.25,9304.539063,32.62808609,-123.6417847
1651.5,1651.5,-999.25,203.7008057,1.976400018,24.78129959,0.431800008,4.909200192,136.0298619,22.94578934,2792819.5,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9298.59668,32.56975174,-123.7474899
1652,1652,-999.25,185.2545013,1.995000005,24.28129959,0.440499991,5.397999764,135.2382565,22.99883461,2793214.5,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9292.655273,32.51141739,-123.8531876
1652.5,1652.5,-999.25,185.1390076,2.072799921,24.4843998,0.458499998,5.401299954,134.4466511,23.05187988,2793609.75,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9286.712891,32.45308304,-123.9588852
1653,1653,-999.25,196.8833008,2.099400044,25.1718998,0.424600005,5.079199791,133.6550458,23.10492516,2794004.75,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9280.770508,32.39474869,-124.0645905
1653.5,1653.5,-999.25,202.4158936,2.052400112,23.1718998,0.395500004,4.940299988,148.3999939,23.15797043,2794399.75,2559389.25,0,-999.25,3.180198193,-999.25,2559389.25,9274.829102,32.33641434,-124.1702881
1654,1654,-999.25,209.9886932,2.017100096,21.375,0.344599992,4.762199879,148.8999939,23.21183586,2794794.75,2559389.25,0,-999.25,3.166855097,-999.25,2559389.25,9268.886719,32.83642197,-124.2768097
1654.5,1654.5,-999.25,218.8527985,1.994799972,21.1406002,0.347600013,4.569300175,138.8678291,23.26586533,2795189.75,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9262.945313,32.8464241,-124.3841476
1655,1655,-999.25,224.3424072,1.81190002,21.5156002,0.373199999,4.457499981,138.6963171,23.31989479,2795585,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9257.00293,32.85642242,-124.4914856
1655.5,1655.5,-999.25,239.8526001,1.858800054,21.0625,0.423400015,4.169199944,138.5248052,23.37392426,2795980,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9249.058594,32.86642456,-124.5988312
1656,1656,-999.25,261.755188,1.890699983,19.6093998,0.453700006,3.8204,138.3532932,23.42795372,2796375,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9241.115234,32.8764267,-124.7061691
1656.5,1656.5,-999.25,271.4251099,1.869300008,17.7968998,0.449999988,3.684299946,138.1817812,23.48198319,2796770,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9233.171875,32.88642883,-124.8135071
1657,1657,-999.25,267.5213013,1.84679997,17.5,0.477699995,3.737999916,138.0102692,23.53601456,2797165,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9225.227539,32.89642716,-124.9211731
1657.5,1657.5,-999.25,252.9720001,1.883700013,19.59379959,0.431699991,3.953000069,137.8387573,23.59004402,2797560.25,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9217.283203,32.90642929,-125.0288391
1658,1658,-999.25,230.344101,1.972200036,23.6093998,0.448599994,4.341300011,137.6672453,23.64407349,2797955.25,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9209.339844,32.91643143,-125.1365128
1658.5,1658.5,-999.25,205.0139008,1.987499952,22.4218998,0.433800012,4.877699852,137.4957333,23.69810295,2798350.25,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9201.396484,32.92642975,-125.2441788
1659,1659,-999.25,177.7297058,1.930299997,21.875,0.440200001,5.62650013,149,23.75213242,2798745.25,2559389.25,0,-999.25,3.16419816,-999.25,2559389.25,9193.452148,32.93643189,-125.3518448
1659.5,1659.5,-999.25,148.3417053,1.862800002,20.6718998,0.388799995,6.74119997,149.3999939,23.80681801,2799140.25,2559389.25,0,-999.25,3.153612375,-999.25,2559389.25,9185.507813,33.33641815,-125.4601746
1660,1660,-999.25,123.370697,1.867499948,24.5781002,0.358399987,8.105600357,148.8000031,23.86051941,2799535.5,2559389.25,0,-999.25,3.169515371,-999.25,2559389.25,9177.564453,32.73642731,-125.5681686
1660.5,1660.5,-999.25,104.8246002,1.918099999,27.5156002,0.360000014,9.539699554,149.3000031,23.91504097,2799930.5,2559389.25,0,-999.25,3.156252623,-999.25,2559389.25,9176.874023,33.23642349,-125.6760025
1661,1661,-999.25,92.42410278,1.950299978,27.6718998,0.365200013,10.81970024,145.9701542,23.96956253,2800325.5,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9176.183594,33.23642349,-125.7846527
1661.5,1661.5,-999.25,89.93509674,1.971600056,28.5,0.3847,11.11909962,146.4439145,24.02408409,2800720.5,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9175.493164,33.23642349,-125.8933105
1662,1662,-999.25,97.31220245,1.988199949,26.9531002,0.4102,10.27620029,146.9176748,24.07860565,2801115.5,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9174.802734,33.23642349,-126.0019608
1662.5,1662.5,-999.25,113.3514023,1.976400018,29.65620041,0.468800008,8.822099686,147.3914351,24.13312721,2801510.5,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9174.113281,33.23642349,-126.1106186
1663,1663,-999.25,137.4692993,1.995000005,27.28129959,0.436500013,7.274400234,147.8651954,24.18764877,2801905.75,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9173.422852,33.23642349,-126.2192688
1663.5,1663.5,-999.25,166.4925995,2.072799921,26.71879959,0.468699992,6.006299973,148.3389557,24.24217033,2802300.75,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9172.732422,33.23642349,-126.327919
1664,1664,-999.25,193.8981018,2.099400044,25.53129959,0.477600008,5.157299995,148.812716,24.2966919,2802695.75,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9172.041992,33.23642349,-126.4365768
1664.5,1664.5,-999.25,212.3314972,2.052400112,24.96870041,0.509800017,4.709599972,149.2864763,24.35121346,2803090.75,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9171.351563,33.23642349,-126.5452271
1665,1665,-999.25,219.7940979,2.017100096,25.2656002,0.512499988,4.549699783,149.7602366,24.40573502,2803485.75,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9170.661133,33.23642349,-126.6538849
1665.5,1665.5,-999.25,224.0493927,1.994799972,24.1406002,0.497299999,4.463300228,150.2339969,24.46025658,2803881,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9297.022461,33.23642349,-126.7625351
1666,1666,-999.25,224.0626984,1.97300005,23.71870041,0.511699975,4.462999821,150.7077572,24.51477814,2804276,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9423.383789,33.23642349,-126.8711853
1666.5,1666.5,-999.25,223.3607941,1.933799982,21.8906002,0.492199987,4.477099896,151.1815176,24.56930161,2804671,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9549.745117,33.23642349,-126.9798431
1667,1667,-999.25,231.9573059,1.916499972,21.7656002,0.496600002,4.311100006,151.6552779,24.62382317,2805066,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9676.106445,33.23642349,-127.0884933
1667.5,1667.5,-999.25,239.7158966,1.905099988,24.5468998,0.482199997,4.171599865,152.1290382,24.67834473,2805461,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9802.466797,33.23642349,-127.1971436
1668,1668,-999.25,240.2536011,1.922000051,25.90620041,0.473500013,4.16230011,152.6027985,24.73286629,2805856.25,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,9928.828125,33.23642349,-127.3058014
1668.5,1668.5,-999.25,239.1979981,1.895799995,27.71879959,0.447600007,4.180600166,153.0765588,24.78738785,2806251.25,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,10055.18945,33.23642349,-127.4144516
1669,1669,-999.25,230.8193054,1.899099946,28.4218998,0.471199989,4.332399845,153.5503191,24.84190941,2806646.25,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,10181.55078,33.23642349,-127.5231018
1669.5,1669.5,-999.25,216.2671967,1.927700043,29.3281002,0.535399973,4.623899937,154.0240794,24.89643097,2807041.25,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,10307.91211,33.23642349,-127.631752
1670,1670,-999.25,196.115799,1.970199943,28.90629959,0.54339999,5.098999977,154.4978397,24.95095253,2807436.25,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,10434.27344,33.23642349,-127.7404099
1670.5,1670.5,-999.25,165.7651062,1.9648,28.6875,0.519800007,6.032599926,154.9716,25.00547409,2807831.5,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,10305.84766,33.23642349,-127.8490601
1671,1671,-999.25,135.0496063,1.984599948,26.4218998,0.425900012,7.404699802,155.4453603,25.05999565,2808226.5,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,10177.42188,33.23642349,-127.9577103
1671.5,1671.5,-999.25,120.126503,2.010299921,25.8593998,0.425399989,8.32460022,155.9191207,25.11451721,2808621.5,2559389.25,0,-999.25,-999.25,-999.25,2559389.25,10048.99609,33.23642349,-128.0663605
1672,1672,-999.25,111.5086975,2.037199974,25.40629959,0.409500003,8.967900276,149.3000031,25.16903877,2809016.5,2559389.25,0,-999.25,3.156252623,-999.25,2559389.25,9920.570313,33.23642349,-128.1750183
1672.5,1672.5,-999.25,108.3093033,2.047199965,23.1718998,0.420399994,9.23279953,145.8000031,25.21781921,2809411.5,2559389.25,0,-999.25,3.251244545,-999.25,2559389.25,9792.144531,29.73642349,-128.2779236
1673,1673,-999.25,114.699997,2.075000048,22.7656002,0.397100002,8.718400002,142.5,25.2611866,2809806.75,2559389.25,0,-999.25,3.345630407,-999.25,2559389.25,9663.717773,26.43642235,-128.3696899
1673.5,1673.5,-999.25,116.1561966,2.087800026,19.875,0.404500008,8.609100342,141.8000031,25.30340576,2810201.75,2559389.25,0,-999.25,3.366287947,-999.25,2559389.25,9535.291992,25.73642349,-128.4548798
